"","lon","lat"
"419",-87.6244445,41.8742257
"420",-118.5388957,34.1794632
"421",-87.9177728,43.0973453
"422",-81.0755088,34.0753322
"423",-87.6530263,30.3292553
"424",-84.2817405,33.7638326
"425",-73.9625727,40.8075355
"426",-82.989781,39.965001
"427",-95.4303242,29.9895607
"428",-75.655996,41.413268
"429",-95.9050671,36.1014861
"430",-85.667043,42.961829
"431",-94.681878,40.240151
"432",-94.58972,39.06803
"433",-73.8216889,40.9425436
"434",-96.7700579,46.8628042
"435",-90.312138,38.6381398
"436",-85.1096144,41.1390374
"437",-117.8108672,33.6536915
"438",-97.0918169,40.9152098
"439",-122.6368874,45.5701912
"440",-93.1566908,44.9494665
"441",-87.809449,41.8996879
"442",-97.8386576,30.4203119
"443",-87.9145572,43.2538224
"444",-72.1045869,41.3786877
"445",-76.756953,39.984673
"446",-81.9186956,34.9561776
"447",-72.694789,42.5055867
"448",-73.9916086,40.7280822
"449",-122.9589391,44.8830429
"450",-91.4253502,41.9269546
"451",-76.4735027,42.4534492
"452",-85.596614,42.98274
"453",-122.3362429,47.6181721
"454",-94.370981,37.837377
"455",-91.0483453,30.4310526
"456",-85.3749794,34.9654583
"457",-90.4520795,38.6436756
"458",-93.2892948,37.2251883
"459",-87.634842,41.8809289
"460",-83.2501995,42.5728496
"461",-96.0827307,41.2910454
"462",-95.9446246,41.264968
"463",-96.7767961,32.7934834
"464",-76.1375406,43.0400305
"465",-90.584504,36.066437
"466",-93.743283,44.885679
"467",-95.3786276,29.8235711
"468",-73.933346,41.745685
"469",-91.5335407,40.1290996
"470",-86.3003331,36.2040329
"471",-71.1148112,42.2406763
"472",-75.1706353,39.9488136
"473",-78.8908267,42.9025804
"474",-80.2109047,25.7945945
"475",-78.7884384,42.9648902
"476",-98.03122,43.697665
"477",-96.9469421,32.7092263
"478",-96.8875863,32.9137019
"479",-96.6834154,32.771387
"480",-96.7345984,32.9137965
"481",-96.780518,32.7945265
"482",-79.4054117,36.5777873
"483",-82.568608,35.606772
"484",-72.2886934,43.7044406
"485",-85.5302652,42.8498108
"486",-80.8431315,35.5024917
"487",-121.7405167,38.5449065
"488",-75.9618882,42.1011054
"489",-75.9618882,42.1011054
"490",-87.1436144,37.7377804
"491",-88.6325575,37.0676692
"492",-86.6719084,36.146175
"493",-81.0800305,29.2701654
"494",-71.3983948,42.085449
"495",-80.0154298,40.4102229
"496",-84.3543503,41.2967781
"497",-75.5498204,39.741866
"498",-75.1588217,40.2987672
"499",-123.9888258,40.8809052
"500",-91.1139974,30.4640395
"501",-93.2137424,30.2289861
"502",-82.522643,40.074025
"503",-105.0224026,39.6005925
"504",-87.627281,41.877924
"505",-86.8628946,39.6393943
"506",-93.6616902,41.5835804
"507",-75.3792986,40.5387807
"508",-117.1674021,32.8809005
"509",-88.0076967,41.8333151
"510",-77.197232,40.2027214
"511",-122.1506773,47.6888771
"512",-80.110629,26.395091
"513",-90.067542,29.9948773
"514",-90.9354909,42.44287
"515",-96.950967,40.622954
"516",-73.9505947,41.0471959
"517",-122.2645961,37.8811387
"518",-87.8220588,41.9024125
"519",-122.5129887,37.9798656
"520",127.0007751,37.5575367
"521",-94.6503,39.112333
"522",-96.1663608,43.0824829
"523",-79.888441,40.1615573
"524",-73.1478835,40.7425805
"525",-82.3132143,29.6674505
"526",-105.340268,40.431928
"527",-74.4269765,40.760567
"528",-75.1899441,39.9566127
"529",-93.2847716,37.2183829
"530",-78.754673,41.124512
"531",-78.9382286,36.0014258
"532",-92.157558,46.741662
"533",-93.2901335,44.9727807
"534",-79.9901728,40.4372949
"535",-111.9036035,40.6500443
"536",-84.9100994,39.8262458
"537",-94.3747227,32.5574273
"538",-87.624743,41.871281
"539",-74.0608518,40.7354287
"540",-78.8793097,38.4719168
"541",-71.0107748,42.2713976
"542",-75.3707195,40.0516866
"543",-77.49571,38.241129
"544",-74.0404431,40.8858075
"545",-74.1315284,41.0579586
"546",-94.2368474,36.214049
"547",-82.68816,27.715886
"548",-76.1788665,36.8425501
"549",-83.0550938,42.3442184
"550",-90.3448329,38.5928115
"551",-89.423378,43.060689
"552",-66.0195429,18.248599
"553",-66.0555017,18.4152171
"554",-80.4060754,37.1996973
"555",-81.6836991,30.3436839
"556",-76.589792,40.1503251
"557",-87.945605,41.895871
"558",-76.809288,42.090047
"559",-76.8153705,42.0967817
"560",-72.6005529,42.1416694
"561",-79.5038882,36.1048749
"562",-81.0500188,29.191617
"563",-71.0656551,42.3520298
"564",-83.1482112,34.2836001
"565",-71.1030087,42.3418196
"566",-82.2986742,36.3018473
"567",-90.705783,42.508698
"568",-84.3239989,33.7925195
"569",-84.3239989,33.7925195
"570",-118.4851591,34.0304146
"571",-122.7293475,38.4681415
"572",-70.8426648,42.5519539
"573",-121.3625795,38.6451516
"574",-71.1246795,42.3765184
"575",-97.7325381,30.2931675
"576",-80.1007178,42.0715797
"577",-87.6320876,41.8906341
"578",-82.3905527,34.3305278
"579",-80.7231905,41.1869725
"580",-89.267575,40.71398
"581",-93.2629905,37.2198881
"582",-76.307078,40.372754
"583",-66.0528588,18.4069163
"584",-73.8629487,42.7054344
"585",-122.2951051,37.8475599
"586",-73.2573625,41.1587639
"587",-74.030864,40.8977928
"588",-93.624298,41.73667
"589",-76.6059509,39.3716517
"590",-96.9014236,35.4623548
"591",-118.2600172,34.0441931
"592",-86.2187194,32.3849572
"593",-74.1121332,40.8308738
"594",-80.0206987,36.9264771
"595",-119.717472,34.4292763
"596",-71.1928532,42.1814475
"597",-88.5891047,47.1265521
"598",-71.07417,42.35531
"599",-86.8036732,36.1672514
"600",-121.9980494,36.9644346
"601",-73.369859,40.794627
"602",-81.3148867,29.8927054
"603",-81.580487,30.232719
"604",-82.383495,28.0345593
"605",-81.401812,28.463562
"606",-80.1505003,26.2753054
"607",-80.2906817,25.7631837
"608",-81.3675993,28.576276
"609",-80.623022,28.0646888
"610",-80.2708329,25.9182174
"611",-80.321731,25.861521
"612",-81.9449165,28.0313288
"613",-81.1964968,28.5732425
"614",-90.3158907,38.6415452
"615",-73.8856987,40.8620404
"616",-82.6420955,34.49991
"617",-83.920668,36.029224
"618",-117.3201763,33.2325181
"619",-80.6203713,40.3765186
"620",-111.844977,33.606281
"621",-86.8688899,35.9250637
"622",-86.045479,39.478646
"623",-72.0555393,42.7789743
"624",-82.9903407,39.9583587
"625",-71.2636653,42.2931671
"626",-88.637402,35.439035
"627",-118.0970076,33.8683469
"628",-119.7357524,36.7262997
"629",-97.3665583,37.6779869
"630",-83.379398,37.1655657
"631",-81.3014053,28.5963409
"632",-118.1404172,34.1477704
"633",-82.4382693,34.9237
"634",-79.40486,38.709433
"635",-76.9923875,38.908422
"636",-82.2567432,38.843035
"637",-80.0865882,42.1282445
"638",-81.670737,35.247563
"639",-87.675652,42.056128
"640",-74.0039926,40.7458439
"641",-80.323277,40.7715964
"642",-122.970532,45.302754
"643",-77.0485992,38.8997145
"644",-77.0722585,38.9076089
"645",-84.2678376,33.9288674
"646",-74.2274498,40.0997898
"647",-77.2375078,39.8362073
"648",-77.1384724,38.8133087
"649",-73.9893598,40.7531589
"650",-92.942019,44.9454345
"651",-84.5058698,39.1158102
"652",-72.4380985,44.2789722
"653",-122.398982,37.789292
"654",-75.6895335,39.7415725
"655",-90.2588788,38.6370514
"656",-117.4023849,47.667189
"657",-84.5206726,39.140035
"658",NA,NA
"659",-72.6404704,41.7428246
"660",-70.8209286,42.5893751
"661",-70.8450204,42.6124501
"662",-85.828317,41.564367
"663",-76.596545,39.408765
"664",-85.692024,42.919082
"665",-85.8165654,41.2263523
"666",-78.9612666,35.0588502
"667",-117.9575835,33.8670164
"668",-95.472396,30.2059552
"669",-77.0202806,38.8864497
"670",-122.2618794,37.87554
"671",-112.1287861,33.5101648
"672",-93.604367,41.620823
"673",-0.643582,52.912524
"674",-75.1339,40.067243
"675",-84.6385003,42.7543252
"676",-80.0915192,42.0793509
"677",-73.2442058,43.5167448
"678",-79.8002632,36.0710001
"679",-89.4087017,38.8928199
"680",-92.7201302,41.7490571
"681",-79.8887399,36.0917988
"682",-122.307926,37.547368
"683",-93.9687771,44.3221619
"684",-84.1218511,33.9015021
"685",-75.237334,40.196788
"686",-98.5685427,29.5383757
